pestisit_adi,kullanildigi_urun,mrl_limiti
Spirotetramat,"Flowerhead brassicas (includes Broccoli: Broccoli, Chinese and cauliflower)",1.0
Spirotetramat,Soya bean (dry),4.0
Spirotetramat,"Grape, dried (= Currants, Raisins and Sultanas)",4.0
Spirotetramat,Legume vegetables (group),1.5
Spirotetramat,"Peppers chili, dried",15.0
Spirotetramat,Tree nuts (group),0.5
Spirotetramat,Mango,0.3
Spirotetramat,Citrus fruits (group),0.5
Spirotetramat,Poultry meat,0.01
Spirotetramat,Cotton seed,0.4
Spirotetramat,Sugar beet leaves or tops (dry),8.0
Spirotetramat,"Onion, bulb",0.4
Spirotetramat,Cranberry,0.2
Spirotetramat,"Artichoke, globe",1.0
Spirotetramat,Papaya,0.4
Spirotetramat,"Hops, dry",15.0
Spirotetramat,Celery,4.0
Spirotetramat,Eggs,0.01
Spirotetramat,Prunes,5.0
Spirotetramat,Stone fruits (group),3.0
Spirotetramat,Kiwifruit,0.02
Spirotetramat,Avocado,0.4
Spirotetramat,Pulses (group),2.0
Spirotetramat,Peppers chili,2.0
Spirotetramat,Meat (from mammals other than marine mammals),0.05
Spirotetramat,"Poultry, edible offal of",0.01
Spirotetramat,Sugar beet,0.06
Spirotetramat,Milks,0.0050
Spirotetramat,Pome fruits (group),0.7
Spirotetramat,Legume animal feeds,30.0
Spirotetramat,"Grape pomace, dried",4.0
Spirotetramat,Guava,2.0
Spirotetramat,"Fruiting vegetables, cucurbits (group)",0.2
Spirotetramat,Bush berries (subgroup),1.5
Spirotetramat,Grapes,2.0
Spirotetramat,Strawberry,0.3
Spirotetramat,"Fruiting vegetables, other than cucurbits (group)",1.0
Spirotetramat,"Cotton seed, meal",1.0
Spirotetramat,Potato,0.8
Fluopicolide,Celery,20.0
Fluopicolide,Poultry meat,0.01
Fluopicolide,Straw and hay of cereal grains (excluding pseudocereals) (subgroup),0.2
Fluopicolide,"Fruiting vegetables, other than cucurbits (group)",1.0
Fluopicolide,"Onion, Welsh",10.0
Fluopicolide,"Poultry, edible offal of",0.01
Fluopicolide,"Peppers chili, dried",7.0
Fluopicolide,"Grape pomace, dried",7.0
Fluopicolide,"Flowerhead brassicas (includes Broccoli: Broccoli, Chinese and cauliflower)",2.0
Fluopicolide,Leafy vegetables (group),30.0
Fluopicolide,"Onion, bulb",1.0
Fluopicolide,Grapes,2.0
Fluopicolide,Eggs,0.01
Fluopicolide,"Fruiting vegetables, cucurbits (group)",0.5
Fluopicolide,Brussels sprouts,0.2
Fluopicolide,"Grape, dried (= Currants, Raisins and Sultanas)",10.0
Fluopicolide,Edible offal (mammalian),0.01
Fluopicolide,"Cabbages, head",7.0
Fluopicolide,Meat (from mammals other than marine mammals),0.01
Fluopicolide,Milks,0.02
Metaflumizone,Brussels sprouts,0.8
Metaflumizone,Peppers (subgroup),0.6
Metaflumizone,"Orange oil, edible",100.0
Metaflumizone,Edible offal (mammalian),0.02
Metaflumizone,Sugar cane,0.02
Metaflumizone,Chinese cabbage (type pack-choi),6.0
Metaflumizone,Soya bean (dry),0.2
Metaflumizone,"Oranges, sweet, sour (including Orange-like hybrids) (subgroup)",3.0
Metaflumizone,"Peppers chili, dried",6.0
Metaflumizone,Eggplant,0.6
Metaflumizone,Milks,0.02
Metaflumizone,Meat (from mammals other than marine mammals),0.02
Metaflumizone,"Poultry, edible offal of",0.02
Metaflumizone,Potato,0.02
Metaflumizone,Eggs,0.02
Metaflumizone,Apple,0.9
Metaflumizone,Melons (except watermelon),1.0
Metaflumizone,Grapes,5.0
Metaflumizone,Maize,0.04
Metaflumizone,Milk fats,0.6
Metaflumizone,Coffee beans,0.15
Metaflumizone,"Grape, dried (= Currants, Raisins and Sultanas)",13.0
Metaflumizone,Lemons and limes (including citron) (subgroup),2.0
Metaflumizone,"Lettuce, head",7.0
Metaflumizone,Poultry meat,0.02
Metaflumizone,Mammalian fats (except milk fats),0.15
Metaflumizone,Tomato,0.6
Metaflumizone,Poultry fats,0.08
Spirodiclofen,Almond hulls,15.0
Spirodiclofen,"Currants, black, red, white",1.0
Spirodiclofen,Pome fruits (group),0.8
Spirodiclofen,Grapes,0.2
Spirodiclofen,Citrus fruits (group),0.4
Spirodiclofen,Avocado,0.9
Spirodiclofen,"Peppers, sweet (including pimento or pimiento)",0.2
Spirodiclofen,"Grape, dried (= Currants, Raisins and Sultanas)",0.3
Spirodiclofen,Tomato,0.5
Spirodiclofen,Stone fruits (group),2.0
Spirodiclofen,Gherkin,0.07
Spirodiclofen,Tree nuts (group),0.05
Spirodiclofen,Meat (from mammals other than marine mammals),0.01
Spirodiclofen,Coffee beans,0.03
Spirodiclofen,Sweet corn fodder,4.0
Spirodiclofen,Milks,0.0040
Spirodiclofen,Strawberry,2.0
Spirodiclofen,"Hops, dry",40.0
Spirodiclofen,Cucumber,0.07
Spirodiclofen,Edible offal (mammalian),0.05
Spirodiclofen,Blueberries,4.0
Spirodiclofen,Papaya,0.03
Clothianidin,Oilseeds and oilfruits (group),0.02
Clothianidin,Stone fruits (group),0.2
Clothianidin,"Onion, bulb",0.01
Clothianidin,Citrus fruits (group),0.07
Clothianidin,Cumin seed,1.0
Clothianidin,Leafy vegetables (group),2.0
Clothianidin,"Grape, dried (= Currants, Raisins and Sultanas)",1.0
Clothianidin,Rice,0.9
Clothianidin,"Liver of cattle, goats, pigs & sheep",0.4
Clothianidin,"Peppers chili, dried",0.5
Clothianidin,Grape juice,0.2
Clothianidin,Mints,0.3
Clothianidin,"Goji berry, dried",0.3
Clothianidin,Berries and other small fruits,0.07
Clothianidin,Grapes,0.7
Clothianidin,Pome fruits (group),0.4
Clothianidin,"Rye, hay and/or straw",1.0
Clothianidin,"Hops, dry",0.07
Clothianidin,Goji berry,0.06
Clothianidin,Sorghum grain,0.15
Clothianidin,Sweet corns (subgroup),0.01
Clothianidin,"Artichoke, globe",0.05
Clothianidin,"Rice, polished",0.5
Clothianidin,"Tea, green, black (black, fermented and dried)",0.7
Clothianidin,"Wheat, hay and/or straw",1.0
Clothianidin,Triticale,0.15
Clothianidin,Maize,0.02
Clothianidin,Poultry meat,0.01
Clothianidin,Meat (from mammals other than marine mammals),0.02
Clothianidin,Legume vegetables (group),0.01
Clothianidin,Oats,0.07
Clothianidin,"Sweet corn, stover",0.05
Clothianidin,Mango,0.04
Clothianidin,"Barley bran, processed",0.15
Clothianidin,Beans with pods (Phaseolus spp.) (immature pods and succulent seeds),0.2
Clothianidin,Avocado,0.03
Clothianidin,"Fruiting vegetables, cucurbits (group)",0.02
Clothianidin,Prunes,0.2
Clothianidin,Mammalian fats (except milk fats),0.02
Clothianidin,"Rice, hay and/or straw",0.2
Clothianidin,Brassica vegetables (except Brassica leafy vegetables) (group),0.2
Clothianidin,Wheat,0.15
Clothianidin,Popcorn,0.01
Clothianidin,Cacao beans,0.02
Clothianidin,"Sorgo or sorghum, sweet",0.4
Clothianidin,Pulses (group),0.02
Clothianidin,Banana,0.02
Clothianidin,"Barley, hay and/or straw",1.0
Clothianidin,Eggs,0.01
Clothianidin,Milks,0.05
Clothianidin,"Oat, hay and/or straw",1.0
Clothianidin,Sugar cane,0.4
Clothianidin,"Fruiting vegetables, other than cucurbits (group)",0.05
Clothianidin,Papaya,0.01
Clothianidin,"Rice bran, unprocessed",1.0
Clothianidin,Wheat germ,6.0
Clothianidin,Stalk and stem vegetables,0.04
Clothianidin,Edible offal (mammalian),0.02
Clothianidin,Poultry fats,0.01
Clothianidin,Coffee beans,0.05
Clothianidin,Tree nuts (group),0.01
Clothianidin,Barley,0.07
Clothianidin,Root and tuber vegetables (group),0.2
Clothianidin,Almond hulls,0.1
Clothianidin,Maize fodder (dry),0.01
Clothianidin,"Poultry, edible offal of",0.4
Clothianidin,"Sorghum, hay and/or straw",0.8
Clothianidin,"Wheat bran, processed",6.0
Clothianidin,"Rice, husked",0.5
Clothianidin,"Rice, hulls",4.0
Clothianidin,"Pea, hay and/or straw",0.2
Clothianidin,Stems and petioles (subgroup),0.04
Clothianidin,"Triticale, hay and/or straw",1.0
Clothianidin,Pineapple,0.01
Cyproconazole,"Soya bean, hay and/or straw",3.0
Cyproconazole,Rape seed,0.4
Cyproconazole,Straw and hay of cereal grains (excluding pseudocereals) (subgroup),5.0
Cyproconazole,Cereal grains (group),0.08
Cyproconazole,Edible offal (mammalian),0.5
Cyproconazole,Maize,0.01
Cyproconazole,"Soya bean oil, refined",0.1
Cyproconazole,Peas (dry),0.02
Cyproconazole,Eggs,0.01
Cyproconazole,Milks,0.01
Cyproconazole,Bean (dry),0.02
Cyproconazole,Meat (from mammals other than marine mammals),0.02
Cyproconazole,Soya bean (dry),0.07
Cyproconazole,Maize fodder (dry),2.0
Cyproconazole,Coffee beans,0.07
Cyproconazole,Poultry meat,0.01
Cyproconazole,"Coffee beans, roasted",0.1
Cyproconazole,"Poultry, edible offal of",0.01
Cyproconazole,"Peas, shelled (succulent seeds)",0.01
Cyproconazole,Sugar beet,0.05
Dicamba,Sweet corn (kernels),0.02
Dicamba,Soya bean (dry),10.0
Dicamba,"Soya bean, hay and/or straw",150.0
Dicamba,Barley,7.0
Dicamba,Soya bean meal,15.0
Dicamba,"Wheat, hay and/or straw",50.0
Dicamba,Milks,0.2
Dicamba,Maize,0.01
Dicamba,Hay and/or straw of grasses for animal feed (subgroup),30.0
Dicamba,Edible offal (mammalian),0.7
Dicamba,"Sorghum straw and fodder, dry",8.0
Dicamba,"Poultry, edible offal of",0.07
Dicamba,"Barley, hay and/or straw",50.0
Dicamba,Eggs,0.01
Dicamba,Soya bean hulls,15.0
Dicamba,Sorghum grain,4.0
Dicamba,Maize fodder (dry),0.6
Dicamba,Meat (from mammals other than marine mammals),0.03
Dicamba,Poultry fats,0.04
Dicamba,Asparagus,5.0
Dicamba,Cotton seed,3.0
Dicamba,Poultry meat,0.02
Dicamba,Wheat,2.0
Dicamba,Sugar cane,1.0
Dicamba,Mammalian fats (except milk fats),0.07
Etoxazole,Grapes,0.5
Etoxazole,Edible offal (mammalian),0.01
Etoxazole,"Tea, green, black (black, fermented and dried)",15.0
Etoxazole,Milks,0.01
Etoxazole,"Hops, dry",15.0
Etoxazole,Pome fruits (group),0.07
Etoxazole,Almond hulls,3.0
Etoxazole,Cucumber,0.02
Etoxazole,Citrus fruits (group),0.1
Etoxazole,Meat (from mammals other than marine mammals),0.01
Etoxazole,Mints,15.0
Etoxazole,Tree nuts (group),0.01
Flubendiamide,Sweet corn (corn-on-the-cob),0.02
Flubendiamide,Pome fruits (group),0.8
Flubendiamide,Grapes,2.0
Flubendiamide,"Peppers chili, dried",7.0
Flubendiamide,"Pea, hay and/or straw",40.0
Flubendiamide,Tree nuts (group),0.1
Flubendiamide,Peppers (subgroup),0.7
Flubendiamide,Pulses (group),1.0
Flubendiamide,Almond hulls,10.0
Flubendiamide,Tomato,2.0
Flubendiamide,Cotton seed,1.5
Flubendiamide,"Lettuce, head",5.0
Flubendiamide,Edible offal (mammalian),1.0
Flubendiamide,Maize,0.02
Flubendiamide,Celery,5.0
Flubendiamide,"Lettuce, leaf",7.0
Flubendiamide,Stone fruits (group),2.0
Flubendiamide,"Tea, green, black (black, fermented and dried)",50.0
Flubendiamide,Brassica vegetables (except Brassica leafy vegetables) (group),4.0
Flubendiamide,"Fruiting vegetables, cucurbits (group)",0.2
Flubendiamide,Milks,0.1
Flubendiamide,"Soya bean, hay and/or straw",60.0
Flubendiamide,Milk fats,5.0
Flubendiamide,Legume vegetables (group),2.0
Flubendiamide,Meat (from mammals other than marine mammals),2.0
Meptyldinocap,Grapes,0.2
Meptyldinocap,Melons (except watermelon),0.5
Meptyldinocap,Cucumber,0.07
Meptyldinocap,"Squash, summer",0.07
Meptyldinocap,Strawberry,0.3
Thiamethoxam,"Sweet corn, stover",0.25
Thiamethoxam,"Pea, hay and/or straw",0.3
Thiamethoxam,Stems and petioles (subgroup),0.8
Thiamethoxam,"Poultry, edible offal of",0.01
Thiamethoxam,Milks,0.15
Thiamethoxam,Beans with pods (Phaseolus spp.) (immature pods and succulent seeds),0.3
Thiamethoxam,Mango,0.2
Thiamethoxam,Mints,1.5
Thiamethoxam,"Barley bran, processed",1.5
Thiamethoxam,Oilseeds and oilfruits (group),0.02
Thiamethoxam,Tree nuts (group),0.01
Thiamethoxam,"Triticale, hay and/or straw",8.0
Thiamethoxam,"Rice bran, unprocessed",30.0
Thiamethoxam,Cacao beans,0.02
Thiamethoxam,Root and tuber vegetables (group),0.3
Thiamethoxam,"Rice, husked",5.0
Thiamethoxam,"Peppers chili, dried",7.0
Thiamethoxam,"Sorgo or sorghum, sweet",0.6
Thiamethoxam,Mammalian fats (except milk fats),0.01
Thiamethoxam,"Rye, hay and/or straw",8.0
Thiamethoxam,Pulses (group),0.04
Thiamethoxam,"Fruiting vegetables, cucurbits (group)",0.5
Thiamethoxam,"Rice, hay and/or straw",3.0
Thiamethoxam,Legume vegetables (group),0.01
Thiamethoxam,"Rice, polished",3.0
Thiamethoxam,Poultry fats,0.01
Thiamethoxam,Oats,0.5
Thiamethoxam,Sorghum grain,0.6
Thiamethoxam,Leafy vegetables (group),3.0
Thiamethoxam,"Hops, dry",0.09
Thiamethoxam,Cumin seed,1.0
Thiamethoxam,Triticale,0.15
Thiamethoxam,"Fruiting vegetables, other than cucurbits (group)",0.7
Thiamethoxam,"Sorghum, hay and/or straw",0.8
Thiamethoxam,Coffee beans,0.2
Thiamethoxam,"Wheat, hay and/or straw",8.0
Thiamethoxam,Sweet corns (subgroup),0.01
Thiamethoxam,Wheat,0.15
Thiamethoxam,"Artichoke, globe",0.5
Thiamethoxam,"Oat, hay and/or straw",8.0
Thiamethoxam,"Persimmon, Japanese",0.6
Thiamethoxam,"Goji berry, dried",5.0
Thiamethoxam,Rice,50.0
Thiamethoxam,Maize fodder (dry),0.05
Thiamethoxam,"Barley, hay and/or straw",8.0
Thiamethoxam,Pome fruits (group),0.3
Thiamethoxam,Eggs,0.01
Thiamethoxam,Stone fruits (group),1.0
Thiamethoxam,Berries and other small fruits,0.5
Thiamethoxam,Maize,0.05
Thiamethoxam,"Tea, green, black (black, fermented and dried)",20.0
Thiamethoxam,Brassica vegetables (except Brassica leafy vegetables) (group),5.0
Thiamethoxam,Almond hulls,2.0
Thiamethoxam,"Rice, hulls",300.0
Thiamethoxam,Popcorn,0.01
Thiamethoxam,"Wheat bran, processed",0.4
Thiamethoxam,Avocado,0.5
Thiamethoxam,Barley,0.5
Thiamethoxam,Poultry meat,0.03
Thiamethoxam,Citrus fruits (group),0.5
Thiamethoxam,Meat (from mammals other than marine mammals),0.07
Thiamethoxam,Papaya,0.01
Thiamethoxam,Goji berry,1.5
Thiamethoxam,Pineapple,0.01
Thiamethoxam,Banana,0.02
Thiamethoxam,"Onion, bulb",0.02
Thiamethoxam,Edible offal (mammalian),0.05
Thiamethoxam,Wheat germ,0.3
Acetamiprid,Citrus fruits (group),1.0
Acetamiprid,Plums (including fresh prunes) (subgroup),0.2
Acetamiprid,Tree nuts (group),0.06
Acetamiprid,Garlic,0.02
Acetamiprid,Milks,0.2
Acetamiprid,Spring onion,5.0
Acetamiprid,Asparagus,0.8
Acetamiprid,Prunes,0.6
Acetamiprid,Meat (from mammals other than marine mammals),0.5
Acetamiprid,Cardamom,0.1
Acetamiprid,"Flowerhead brassicas (includes Broccoli: Broccoli, Chinese and cauliflower)",0.4
Acetamiprid,Eggs,0.01
Acetamiprid,Grapes,0.5
Acetamiprid,"Fruiting vegetables, cucurbits (group)",0.2
Acetamiprid,"Fruiting vegetables, other than cucurbits (group)",0.2
Acetamiprid,Pistachio nuts,1.0
Acetamiprid,Sweet corn fodder,40.0
Acetamiprid,"Poultry, edible offal of",0.05
Acetamiprid,"Peas, shelled (succulent seeds)",0.3
Acetamiprid,Mammalian fats (except milk fats),0.3
Acetamiprid,Sweet corn (corn-on-the-cob),0.01
Acetamiprid,Cherries (subgroup),1.5
Acetamiprid,Strawberry,0.5
Acetamiprid,Beans with pods (Phaseolus spp.) (immature pods and succulent seeds),0.4
Acetamiprid,Cucumber,0.3
Acetamiprid,"Spices, seeds",2.0
Acetamiprid,Pome fruits (group),0.8
Acetamiprid,Nectarine,0.7
Acetamiprid,"Peppers chili, dried",2.0
Acetamiprid,Beans without pods (Phaseolus spp.) (succulent seeds),0.3
Acetamiprid,Soya bean (dry),0.01
Acetamiprid,"Cabbages, head",0.7
Acetamiprid,Peach,0.7
Acetamiprid,Berries and other small fruits,2.0
Acetamiprid,"Pepper, black, white",0.1
Acetamiprid,Cotton seed,0.7
Acetamiprid,"Onion, bulb",0.02
Acetamiprid,Edible offal (mammalian),1.0
Acetamiprid,Celery,1.5
Acetamiprid,Poultry meat,0.01
Flutriafol,Sugar beet leaves or tops (dry),3.0
Flutriafol,"Sorghum straw and fodder, dry",7.0
Flutriafol,Celery,3.0
Flutriafol,Almond hulls,15.0
Flutriafol,Peppers (subgroup),1.0
Flutriafol,Banana,0.3
Flutriafol,Meat (from mammals other than marine mammals),0.02
Flutriafol,Peanut,0.15
Flutriafol,Cherries (subgroup),0.8
Flutriafol,Coffee beans,0.15
Flutriafol,Poultry fats,0.03
Flutriafol,Peanut fodder,20.0
Flutriafol,Tomato,0.8
Flutriafol,Barley,1.5
Flutriafol,"Poultry, edible offal of",0.03
Flutriafol,Edible offal (mammalian),1.0
Flutriafol,"Peppers chili, dried",10.0
Flutriafol,Poultry meat,0.03
Flutriafol,Rape seed,0.5
Flutriafol,Peaches (including apricots and nectarine) (subgroup),0.6
Flutriafol,Milks,0.01
Flutriafol,"Barley, hay and/or straw",10.0
Flutriafol,Brassica vegetables (except Brassica leafy vegetables) (group),1.5
Flutriafol,Wheat,0.15
Flutriafol,Soya bean (dry),0.4
Flutriafol,Sugar beet,0.02
Flutriafol,Cotton seed,0.5
Flutriafol,Eggs,0.01
Flutriafol,"Wheat, hay and/or straw",8.0
Flutriafol,Grapes,0.8
Flutriafol,Prunes,0.9
Flutriafol,Almonds,0.8
Flutriafol,Maize fodder (dry),20.0
Flutriafol,"Lettuce, head",1.5
Flutriafol,Plums (including fresh prunes) (subgroup),0.4
Flutriafol,Mammalian fats (except milk fats),0.02
Flutriafol,Maize,0.01
Flutriafol,Pome fruits (group),0.4
Flutriafol,Sorghum grain,1.5
Flutriafol,"Wheat bran, unprocessed",0.3
Flutriafol,"Grape, dried (= Currants, Raisins and Sultanas)",2.0
Flutriafol,Strawberry,1.5
Flutriafol,"Fruiting vegetables, cucurbits (group)",0.3
Isopyrazam,Rape seed,0.2
Isopyrazam,"Rye straw and fodder, dry",15.0
Isopyrazam,Tomato,0.4
Isopyrazam,"Barley, hay and/or straw",15.0
Isopyrazam,"Apples, dried",3.0
Isopyrazam,Pome fruits (group),0.4
Isopyrazam,Milk fats,0.02
Isopyrazam,Milks,0.01
Isopyrazam,Cherry tomato,0.4
Isopyrazam,Poultry fats,0.01
Isopyrazam,Melons (except watermelon),0.15
Isopyrazam,Triticale,0.03
Isopyrazam,"Tomato, dried",5.0
Isopyrazam,"Peppers, sweet (including pimento or pimiento)",0.09
Isopyrazam,"Wheat bran, unprocessed",0.15
Isopyrazam,Barley,0.6
Isopyrazam,Poultry meat,0.01
Isopyrazam,Banana,0.06
Isopyrazam,Edible offal (mammalian),0.02
Isopyrazam,Peanut,0.01
Isopyrazam,Eggs,0.01
Isopyrazam,Eggplants (subgroup),0.4
Isopyrazam,Wheat,0.03
Isopyrazam,Carrot,0.15
Isopyrazam,Rye,0.03
Isopyrazam,"Wheat, hay and/or straw",15.0
Isopyrazam,"Triticale, hay and/or straw",15.0
Isopyrazam,Cucumber,0.06
Isopyrazam,Meat (from mammals other than marine mammals),0.03
Isopyrazam,"Poultry, edible offal of",0.01
Isopyrazam,Mammalian fats (except milk fats),0.03
Propylene oxide,Acerola,
Saflufenacil,Eggs,0.01
Saflufenacil,Triticale,0.7
Saflufenacil,Banana,0.01
Saflufenacil,"Peas, shelled (succulent seeds)",0.01
Saflufenacil,Grapes,0.01
Saflufenacil,"Alfalfa, hay and/or straw",0.06
Saflufenacil,Sunflower seed,0.7
Saflufenacil,Sugar cane,0.03
Saflufenacil,Wheat,0.7
Saflufenacil,Peas (pods and succulent=immature seeds),0.01
Saflufenacil,"Barley, hay and/or straw",10.0
Saflufenacil,"Poultry, edible offal of",0.01
Saflufenacil,Peanut,0.01
Saflufenacil,Soya bean (immature seeds),0.01
Saflufenacil,Tree nuts (group),0.01
Saflufenacil,Sweet corn,0.01
Saflufenacil,Stone fruits (group),0.01
Saflufenacil,Meat (from mammals other than marine mammals),0.01
Saflufenacil,Pome fruits (group),0.01
Saflufenacil,Rape seed,0.6
Saflufenacil,Pulses (group),0.3
Saflufenacil,Edible offal (mammalian),60.0
Saflufenacil,Coffee beans,0.01
Saflufenacil,"Wheat, hay and/or straw",10.0
Saflufenacil,Maize fodder (dry),0.05
Saflufenacil,Citrus fruits (group),0.01
Saflufenacil,Cotton seed,0.2
Saflufenacil,Pomegranate,0.01
Saflufenacil,"Triticale, hay and/or straw",10.0
Saflufenacil,"Barley bran, unprocessed",3.0
Saflufenacil,Linseed,0.6
Saflufenacil,Milks,0.01
Saflufenacil,Sugar cane molasses,1.0
Saflufenacil,Barley,1.0
Saflufenacil,Hay and/or straw of grasses for animal feed (subgroup),30.0
Saflufenacil,Cereal grains (group),0.01
Saflufenacil,Mammalian fats (except milk fats),0.05
Saflufenacil,Poultry fats,0.01
Saflufenacil,Mustard seed,0.6
Saflufenacil,Poultry meat,0.01
Saflufenacil,"Sorghum straw and fodder, dry",0.05
Sulfoxaflor,Broccoli,3.0
Sulfoxaflor,"Soya bean, hay and/or straw",3.0
Sulfoxaflor,Cotton seed,0.4
Sulfoxaflor,Cherries (subgroup),1.5
Sulfoxaflor,"Fruiting vegetables, other than cucurbits (group)",1.5
Sulfoxaflor,"Artichoke, globe",0.9
Sulfoxaflor,"Rice, husked",1.5
Sulfoxaflor,Bush berries (subgroup),2.0
Sulfoxaflor,Spring onion,0.7
Sulfoxaflor,Poultry fats,0.03
Sulfoxaflor,Carrot,0.05
Sulfoxaflor,"Fruiting vegetables, cucurbits (group)",0.5
Sulfoxaflor,Avocado,0.15
Sulfoxaflor,Plums (including fresh prunes) (subgroup),0.5
Sulfoxaflor,"Peppers chili, dried",15.0
Sulfoxaflor,Rice,7.0
Sulfoxaflor,"Cabbages, head",0.4
Sulfoxaflor,Coffee beans,0.3
Sulfoxaflor,Wheat,0.2
Sulfoxaflor,"Oranges, sweet, sour (including Orange-like hybrids) (subgroup)",0.8
Sulfoxaflor,Meat (from mammals other than marine mammals),0.4
Sulfoxaflor,Asparagus,0.01
Sulfoxaflor,Tree nuts (group),0.03
Sulfoxaflor,Bean (dry),0.3
Sulfoxaflor,Pome fruits (group),0.3
Sulfoxaflor,Milks,0.3
Sulfoxaflor,Mammalian fats (except milk fats),0.2
Sulfoxaflor,"Grape, dried (= Currants, Raisins and Sultanas)",6.0
Sulfoxaflor,"Onion, bulb",0.01
Sulfoxaflor,Barley,0.6
Sulfoxaflor,Celery,1.5
Sulfoxaflor,Strawberry,0.5
Sulfoxaflor,"Wheat, hay and/or straw",3.0
Sulfoxaflor,Sweet corn (corn on the cob) (kernels plus cob with husk removed),0.01
Sulfoxaflor,"Pummelo and grapefruits (including Shaddock-like hybrids, among others Grapefruit) (subgroup)",0.15
Sulfoxaflor,Poultry meat,0.7
Sulfoxaflor,Elderberries,2.0
Sulfoxaflor,Leafy vegetables (group),6.0
Sulfoxaflor,Soya bean (dry),0.3
Sulfoxaflor,"Sorghum straw and fodder, dry",0.7
Sulfoxaflor,Rape seed,0.15
Sulfoxaflor,Eggs,0.1
Sulfoxaflor,Mandarins (including mandarin-like hybrids) (subgroup),0.8
Sulfoxaflor,Root and tuber vegetables (group),0.03
Sulfoxaflor,Mango,0.3
Sulfoxaflor,Grapes,2.0
Sulfoxaflor,Peaches (including apricots and nectarine) (subgroup),0.4
Sulfoxaflor,Cauliflower,0.04
Sulfoxaflor,"Rice, polished",1.0
Sulfoxaflor,Garlic,0.01
Sulfoxaflor,Edible offal (mammalian),1.0
Sulfoxaflor,"Poultry, edible offal of",0.3
Sulfoxaflor,Maize fodder (dry),0.6
Sulfoxaflor,"Rice, hay and/or straw",20.0
Sulfoxaflor,"Barley, hay and/or straw",3.0
Sulfoxaflor,Lemons and limes (including citron) (subgroup),0.4
Sulfoxaflor,Sunflower seeds (subgroup),0.4
Sulfoxaflor,Sorghum grain,0.2
Sulfoxaflor,Cane berries (subgroup),1.5
Sulfoxaflor,Maize,0.01
Sulfoxaflor,Triticale,0.2
Penthiopyrad,Radish,3.0
Penthiopyrad,"Cabbages, head",4.0
Penthiopyrad,Pome fruits (group),0.4
Penthiopyrad,Beans without pods (Phaseolus spp.) (succulent seeds),0.3
Penthiopyrad,Sunflower seed,1.5
Penthiopyrad,"Alfalfa, hay and/or straw",20.0
Penthiopyrad,Celery,15.0
Penthiopyrad,Wheat,0.1
Penthiopyrad,Soya bean (dry),0.3
Penthiopyrad,"Wheat, hay and/or straw",80.0
Penthiopyrad,"Pea, hay and/or straw",60.0
Penthiopyrad,Beans with pods (Phaseolus spp.) (immature pods and succulent seeds),3.0
Penthiopyrad,"Fruiting vegetables, other than cucurbits (group)",2.0
Penthiopyrad,"Peppers chili, dried",14.0
Penthiopyrad,Cotton gin trash,20.0
Penthiopyrad,Sweet corn (corn-on-the-cob),0.02
Penthiopyrad,Mammalian fats (except milk fats),0.05
Penthiopyrad,"Rape seed oil, crude",1.0
Penthiopyrad,Elderberries,7.0
Penthiopyrad,"Rape seed oil, edible",1.0
